year,state,cause name,death
2008,Wisconsin,Heart disease,11275
2007,Wisconsin,Heart disease,11110
2006,Wisconsin,Heart disease,11451
2005,Wisconsin,Heart disease,11842
2004,Wisconsin,Heart disease,11909
2003,Wisconsin,Heart disease,12479
2002,Wisconsin,Heart disease,12923
2001,Wisconsin,Heart disease,13023
2000,Wisconsin,Heart disease,13601
1999,Wisconsin,Heart disease,13827
2016,Wyoming,Heart disease,1051
2015,Wyoming,Heart disease,1030
2014,Wyoming,Heart disease,1035
2013,Wyoming,Heart disease,939
2012,Wyoming,Heart disease,1005
2011,Wyoming,Heart disease,926
2010,Wyoming,Heart disease,962
2009,Wyoming,Heart disease,964
2008,Wyoming,Heart disease,937
2007,Wyoming,Heart disease,957
2006,Wyoming,Heart disease,994
2005,Wyoming,Heart disease,952
2004,Wyoming,Heart disease,950
2003,Wyoming,Heart disease,975
2002,Wyoming,Heart disease,1005
2001,Wyoming,Heart disease,985
2000,Wyoming,Heart disease,992
1999,Wyoming,Heart disease,1009
2016,Alabama,Influenza and pneumonia,987
2015,Alabama,Influenza and pneumonia,1097
2014,Alabama,Influenza and pneumonia,1031
2013,Alabama,Influenza and pneumonia,1035
2012,Alabama,Influenza and pneumonia,942
2011,Alabama,Influenza and pneumonia,951
2010,Alabama,Influenza and pneumonia,942
2009,Alabama,Influenza and pneumonia,952
2008,Alabama,Influenza and pneumonia,912
2007,Alabama,Influenza and pneumonia,898
2006,Alabama,Influenza and pneumonia,918
2005,Alabama,Influenza and pneumonia,1011
2004,Alabama,Influenza and pneumonia,994
2003,Alabama,Influenza and pneumonia,1157
2002,Alabama,Influenza and pneumonia,1218
2001,Alabama,Influenza and pneumonia,1105
2000,Alabama,Influenza and pneumonia,1138
1999,Alabama,Influenza and pneumonia,1228
2016,Alaska,Influenza and pneumonia,61
2015,Alaska,Influenza and pneumonia,41
2014,Alaska,Influenza and pneumonia,68
2013,Alaska,Influenza and pneumonia,66
2012,Alaska,Influenza and pneumonia,52
2011,Alaska,Influenza and pneumonia,58
2010,Alaska,Influenza and pneumonia,64
2009,Alaska,Influenza and pneumonia,51
2008,Alaska,Influenza and pneumonia,51
2007,Alaska,Influenza and pneumonia,48
2006,Alaska,Influenza and pneumonia,49
2005,Alaska,Influenza and pneumonia,44
2004,Alaska,Influenza and pneumonia,42
2003,Alaska,Influenza and pneumonia,60
2002,Alaska,Influenza and pneumonia,51
2001,Alaska,Influenza and pneumonia,36
2000,Alaska,Influenza and pneumonia,45
1999,Alaska,Influenza and pneumonia,46
2016,Arizona,Influenza and pneumonia,885
2015,Arizona,Influenza and pneumonia,775
2014,Arizona,Influenza and pneumonia,779
2013,Arizona,Influenza and pneumonia,776
2012,Arizona,Influenza and pneumonia,683
2011,Arizona,Influenza and pneumonia,690
2010,Arizona,Influenza and pneumonia,768
2009,Arizona,Influenza and pneumonia,1058
2008,Arizona,Influenza and pneumonia,1068
2007,Arizona,Influenza and pneumonia,905
2006,Arizona,Influenza and pneumonia,1166
2005,Arizona,Influenza and pneumonia,1297
2004,Arizona,Influenza and pneumonia,1111
2003,Arizona,Influenza and pneumonia,1286
2002,Arizona,Influenza and pneumonia,1319
2001,Arizona,Influenza and pneumonia,1133
2000,Arizona,Influenza and pneumonia,1222
1999,Arizona,Influenza and pneumonia,1287
2016,Arkansas,Influenza and pneumonia,623
2015,Arkansas,Influenza and pneumonia,700
2014,Arkansas,Influenza and pneumonia,710
2013,Arkansas,Influenza and pneumonia,794
2012,Arkansas,Influenza and pneumonia,734
2011,Arkansas,Influenza and pneumonia,727
2010,Arkansas,Influenza and pneumonia,647
2009,Arkansas,Influenza and pneumonia,705
2008,Arkansas,Influenza and pneumonia,846
2007,Arkansas,Influenza and pneumonia,734
2006,Arkansas,Influenza and pneumonia,772
2005,Arkansas,Influenza and pneumonia,886
2004,Arkansas,Influenza and pneumonia,759
2003,Arkansas,Influenza and pneumonia,921
2002,Arkansas,Influenza and pneumonia,776
2001,Arkansas,Influenza and pneumonia,735
2000,Arkansas,Influenza and pneumonia,798
1999,Arkansas,Influenza and pneumonia,741
2016,California,Influenza and pneumonia,5981
2015,California,Influenza and pneumonia,6188
2014,California,Influenza and pneumonia,5970
2013,California,Influenza and pneumonia,6551
2012,California,Influenza and pneumonia,5849
2011,California,Influenza and pneumonia,6200
2010,California,Influenza and pneumonia,5882
2009,California,Influenza and pneumonia,6394
2008,California,Influenza and pneumonia,6560
2007,California,Influenza and pneumonia,6546
2006,California,Influenza and pneumonia,7338
2005,California,Influenza and pneumonia,7553
2004,California,Influenza and pneumonia,7323
2003,California,Influenza and pneumonia,8185
2002,California,Influenza and pneumonia,8128
2001,California,Influenza and pneumonia,8129
2000,California,Influenza and pneumonia,8324
1999,California,Influenza and pneumonia,4560
2016,Colorado,Influenza and pneumonia,533
2015,Colorado,Influenza and pneumonia,659
2014,Colorado,Influenza and pneumonia,701
2013,Colorado,Influenza and pneumonia,606
2012,Colorado,Influenza and pneumonia,525
2011,Colorado,Influenza and pneumonia,618
2010,Colorado,Influenza and pneumonia,550
2009,Colorado,Influenza and pneumonia,658
2008,Colorado,Influenza and pneumonia,678
2007,Colorado,Influenza and pneumonia,592
2006,Colorado,Influenza and pneumonia,614
2005,Colorado,Influenza and pneumonia,666
2004,Colorado,Influenza and pneumonia,637
2003,Colorado,Influenza and pneumonia,810
2002,Colorado,Influenza and pneumonia,752
2001,Colorado,Influenza and pneumonia,650
2000,Colorado,Influenza and pneumonia,607
1999,Colorado,Influenza and pneumonia,807
2016,Connecticut,Influenza and pneumonia,572
2015,Connecticut,Influenza and pneumonia,667
2014,Connecticut,Influenza and pneumonia,644
2013,Connecticut,Influenza and pneumonia,604
2012,Connecticut,Influenza and pneumonia,558
2011,Connecticut,Influenza and pneumonia,696
2010,Connecticut,Influenza and pneumonia,568
2009,Connecticut,Influenza and pneumonia,696
2008,Connecticut,Influenza and pneumonia,694
2007,Connecticut,Influenza and pneumonia,776
2006,Connecticut,Influenza and pneumonia,800
2005,Connecticut,Influenza and pneumonia,956
2004,Connecticut,Influenza and pneumonia,868
2003,Connecticut,Influenza and pneumonia,860
2002,Connecticut,Influenza and pneumonia,888
2001,Connecticut,Influenza and pneumonia,854
2000,Connecticut,Influenza and pneumonia,890
1999,Connecticut,Influenza and pneumonia,885
2016,Delaware,Influenza and pneumonia,132
2015,Delaware,Influenza and pneumonia,189
2014,Delaware,Influenza and pneumonia,156
2013,Delaware,Influenza and pneumonia,150
2012,Delaware,Influenza and pneumonia,121
2011,Delaware,Influenza and pneumonia,133
2010,Delaware,Influenza and pneumonia,138
2009,Delaware,Influenza and pneumonia,132
2008,Delaware,Influenza and pneumonia,135
2007,Delaware,Influenza and pneumonia,117
2006,Delaware,Influenza and pneumonia,138
2005,Delaware,Influenza and pneumonia,162
2004,Delaware,Influenza and pneumonia,145
2003,Delaware,Influenza and pneumonia,127
2002,Delaware,Influenza and pneumonia,168
2001,Delaware,Influenza and pneumonia,181
2000,Delaware,Influenza and pneumonia,229
1999,Delaware,Influenza and pneumonia,155
2016,District of Columbia,Influenza and pneumonia,78
2015,District of Columbia,Influenza and pneumonia,104
2014,District of Columbia,Influenza and pneumonia,74
2013,District of Columbia,Influenza and pneumonia,83
2012,District of Columbia,Influenza and pneumonia,76
2011,District of Columbia,Influenza and pneumonia,96
2010,District of Columbia,Influenza and pneumonia,80
2009,District of Columbia,Influenza and pneumonia,73
2008,District of Columbia,Influenza and pneumonia,78
2007,District of Columbia,Influenza and pneumonia,82
2006,District of Columbia,Influenza and pneumonia,76
2005,District of Columbia,Influenza and pneumonia,98
2004,District of Columbia,Influenza and pneumonia,91
2003,District of Columbia,Influenza and pneumonia,87
2002,District of Columbia,Influenza and pneumonia,81
2001,District of Columbia,Influenza and pneumonia,86
2000,District of Columbia,Influenza and pneumonia,111
1999,District of Columbia,Influenza and pneumonia,116
2016,Florida,Influenza and pneumonia,2808
2015,Florida,Influenza and pneumonia,2676
2014,Florida,Influenza and pneumonia,2719
2013,Florida,Influenza and pneumonia,2662
2012,Florida,Influenza and pneumonia,2338
2011,Florida,Influenza and pneumonia,2453
2010,Florida,Influenza and pneumonia,2259
2009,Florida,Influenza and pneumonia,2410
2008,Florida,Influenza and pneumonia,2300
2007,Florida,Influenza and pneumonia,2246
2006,Florida,Influenza and pneumonia,2454
2005,Florida,Influenza and pneumonia,2802
2004,Florida,Influenza and pneumonia,3044
2003,Florida,Influenza and pneumonia,2996
2002,Florida,Influenza and pneumonia,3290
2001,Florida,Influenza and pneumonia,3317
2000,Florida,Influenza and pneumonia,3365
1999,Florida,Influenza and pneumonia,3328
2016,Georgia,Influenza and pneumonia,1423
2015,Georgia,Influenza and pneumonia,1467
2014,Georgia,Influenza and pneumonia,1510
2013,Georgia,Influenza and pneumonia,1494
2012,Georgia,Influenza and pneumonia,1390
2011,Georgia,Influenza and pneumonia,1457
2010,Georgia,Influenza and pneumonia,1456
2009,Georgia,Influenza and pneumonia,1500
2008,Georgia,Influenza and pneumonia,1498
2007,Georgia,Influenza and pneumonia,1407
2006,Georgia,Influenza and pneumonia,1463
2005,Georgia,Influenza and pneumonia,1596
2004,Georgia,Influenza and pneumonia,1547
2003,Georgia,Influenza and pneumonia,1687
2002,Georgia,Influenza and pneumonia,1791
2001,Georgia,Influenza and pneumonia,1515
2000,Georgia,Influenza and pneumonia,1792
1999,Georgia,Influenza and pneumonia,1703
2016,Hawaii,Influenza and pneumonia,507
2015,Hawaii,Influenza and pneumonia,557
2014,Hawaii,Influenza and pneumonia,438
2013,Hawaii,Influenza and pneumonia,457
2012,Hawaii,Influenza and pneumonia,394
2011,Hawaii,Influenza and pneumonia,325
2010,Hawaii,Influenza and pneumonia,289
2009,Hawaii,Influenza and pneumonia,291
2008,Hawaii,Influenza and pneumonia,270
2007,Hawaii,Influenza and pneumonia,199
2006,Hawaii,Influenza and pneumonia,257
2005,Hawaii,Influenza and pneumonia,241
2004,Hawaii,Influenza and pneumonia,236
2003,Hawaii,Influenza and pneumonia,237
2002,Hawaii,Influenza and pneumonia,246
2001,Hawaii,Influenza and pneumonia,207
2000,Hawaii,Influenza and pneumonia,221
1999,Hawaii,Influenza and pneumonia,229
2016,Idaho,Influenza and pneumonia,207
2015,Idaho,Influenza and pneumonia,218
2014,Idaho,Influenza and pneumonia,200
2013,Idaho,Influenza and pneumonia,259
2012,Idaho,Influenza and pneumonia,189
2011,Idaho,Influenza and pneumonia,217
2010,Idaho,Influenza and pneumonia,208
2009,Idaho,Influenza and pneumonia,207
2008,Idaho,Influenza and pneumonia,206
2007,Idaho,Influenza and pneumonia,228
2006,Idaho,Influenza and pneumonia,225
2005,Idaho,Influenza and pneumonia,289
2004,Idaho,Influenza and pneumonia,219
2003,Idaho,Influenza and pneumonia,334
2002,Idaho,Influenza and pneumonia,265
2001,Idaho,Influenza and pneumonia,239
2000,Idaho,Influenza and pneumonia,288
1999,Idaho,Influenza and pneumonia,289
2016,Illinois,Influenza and pneumonia,2178
2015,Illinois,Influenza and pneumonia,2343
2014,Illinois,Influenza and pneumonia,2485
2013,Illinois,Influenza and pneumonia,2441
2012,Illinois,Influenza and pneumonia,2323
2011,Illinois,Influenza and pneumonia,2424
2010,Illinois,Influenza and pneumonia,2212
2009,Illinois,Influenza and pneumonia,2416
2008,Illinois,Influenza and pneumonia,2672
2007,Illinois,Influenza and pneumonia,2550
2006,Illinois,Influenza and pneumonia,2668
2005,Illinois,Influenza and pneumonia,2949
2004,Illinois,Influenza and pneumonia,2779
2003,Illinois,Influenza and pneumonia,2875
2002,Illinois,Influenza and pneumonia,2940
2001,Illinois,Influenza and pneumonia,2659
2000,Illinois,Influenza and pneumonia,2917
1999,Illinois,Influenza and pneumonia,3121
2016,Indiana,Influenza and pneumonia,962
2015,Indiana,Influenza and pneumonia,1044
2014,Indiana,Influenza and pneumonia,1063
2013,Indiana,Influenza and pneumonia,1132
2012,Indiana,Influenza and pneumonia,973
2011,Indiana,Influenza and pneumonia,1031
2010,Indiana,Influenza and pneumonia,1175
2009,Indiana,Influenza and pneumonia,1191
2008,Indiana,Influenza and pneumonia,1318
2007,Indiana,Influenza and pneumonia,1098
2006,Indiana,Influenza and pneumonia,1129
2005,Indiana,Influenza and pneumonia,1317
2004,Indiana,Influenza and pneumonia,1136
2003,Indiana,Influenza and pneumonia,1365
2002,Indiana,Influenza and pneumonia,1360
2001,Indiana,Influenza and pneumonia,1184
2000,Indiana,Influenza and pneumonia,1270
1999,Indiana,Influenza and pneumonia,1362
2016,Iowa,Influenza and pneumonia,504
2015,Iowa,Influenza and pneumonia,618
2014,Iowa,Influenza and pneumonia,582
2013,Iowa,Influenza and pneumonia,761
2012,Iowa,Influenza and pneumonia,664
2011,Iowa,Influenza and pneumonia,660
2010,Iowa,Influenza and pneumonia,560
2009,Iowa,Influenza and pneumonia,661
2008,Iowa,Influenza and pneumonia,829
2007,Iowa,Influenza and pneumonia,749
2006,Iowa,Influenza and pneumonia,770
2005,Iowa,Influenza and pneumonia,896
2004,Iowa,Influenza and pneumonia,890
2003,Iowa,Influenza and pneumonia,1032
2002,Iowa,Influenza and pneumonia,942
2001,Iowa,Influenza and pneumonia,877
2000,Iowa,Influenza and pneumonia,937
1999,Iowa,Influenza and pneumonia,1082
2016,Kansas,Influenza and pneumonia,522
2015,Kansas,Influenza and pneumonia,682
2014,Kansas,Influenza and pneumonia,637
2013,Kansas,Influenza and pneumonia,715
2012,Kansas,Influenza and pneumonia,624
2011,Kansas,Influenza and pneumonia,647
2010,Kansas,Influenza and pneumonia,550
2009,Kansas,Influenza and pneumonia,594
2008,Kansas,Influenza and pneumonia,743
2007,Kansas,Influenza and pneumonia,665
2006,Kansas,Influenza and pneumonia,647
2005,Kansas,Influenza and pneumonia,730
2004,Kansas,Influenza and pneumonia,562
2003,Kansas,Influenza and pneumonia,694
2002,Kansas,Influenza and pneumonia,698
2001,Kansas,Influenza and pneumonia,561
2000,Kansas,Influenza and pneumonia,743
1999,Kansas,Influenza and pneumonia,676
2016,Kentucky,Influenza and pneumonia,888
2015,Kentucky,Influenza and pneumonia,967
2014,Kentucky,Influenza and pneumonia,1017
2013,Kentucky,Influenza and pneumonia,919
2012,Kentucky,Influenza and pneumonia,879
2011,Kentucky,Influenza and pneumonia,961
2010,Kentucky,Influenza and pneumonia,943
2009,Kentucky,Influenza and pneumonia,1018
2008,Kentucky,Influenza and pneumonia,943
2007,Kentucky,Influenza and pneumonia,897
2006,Kentucky,Influenza and pneumonia,927
2005,Kentucky,Influenza and pneumonia,1021
2004,Kentucky,Influenza and pneumonia,965
2003,Kentucky,Influenza and pneumonia,1033
2002,Kentucky,Influenza and pneumonia,1236
2001,Kentucky,Influenza and pneumonia,1114
2000,Kentucky,Influenza and pneumonia,1157
1999,Kentucky,Influenza and pneumonia,1198
2016,Louisiana,Influenza and pneumonia,720
2015,Louisiana,Influenza and pneumonia,753
2014,Louisiana,Influenza and pneumonia,854
2013,Louisiana,Influenza and pneumonia,892
2012,Louisiana,Influenza and pneumonia,808
2011,Louisiana,Influenza and pneumonia,851
2010,Louisiana,Influenza and pneumonia,878
2009,Louisiana,Influenza and pneumonia,891
2008,Louisiana,Influenza and pneumonia,894
2007,Louisiana,Influenza and pneumonia,870
2006,Louisiana,Influenza and pneumonia,833
2005,Louisiana,Influenza and pneumonia,996
2004,Louisiana,Influenza and pneumonia,913
2003,Louisiana,Influenza and pneumonia,915
2002,Louisiana,Influenza and pneumonia,956
2001,Louisiana,Influenza and pneumonia,941
2000,Louisiana,Influenza and pneumonia,972
1999,Louisiana,Influenza and pneumonia,1008
2016,Maine,Influenza and pneumonia,231
2015,Maine,Influenza and pneumonia,333
2014,Maine,Influenza and pneumonia,258
2013,Maine,Influenza and pneumonia,258
2012,Maine,Influenza and pneumonia,205
2011,Maine,Influenza and pneumonia,302
2010,Maine,Influenza and pneumonia,234
2009,Maine,Influenza and pneumonia,251
2008,Maine,Influenza and pneumonia,263
2007,Maine,Influenza and pneumonia,236
2006,Maine,Influenza and pneumonia,269
2005,Maine,Influenza and pneumonia,352
2004,Maine,Influenza and pneumonia,308
2003,Maine,Influenza and pneumonia,327
2002,Maine,Influenza and pneumonia,317
2001,Maine,Influenza and pneumonia,269
2000,Maine,Influenza and pneumonia,336
1999,Maine,Influenza and pneumonia,287
2016,Maryland,Influenza and pneumonia,1025
2015,Maryland,Influenza and pneumonia,1176
2014,Maryland,Influenza and pneumonia,1019
2013,Maryland,Influenza and pneumonia,1103
2012,Maryland,Influenza and pneumonia,986
2011,Maryland,Influenza and pneumonia,1036
2010,Maryland,Influenza and pneumonia,925
2009,Maryland,Influenza and pneumonia,976
2008,Maryland,Influenza and pneumonia,1008
2007,Maryland,Influenza and pneumonia,994
2006,Maryland,Influenza and pneumonia,1082
2005,Maryland,Influenza and pneumonia,1194
2004,Maryland,Influenza and pneumonia,1111
2003,Maryland,Influenza and pneumonia,1175
2002,Maryland,Influenza and pneumonia,1121
2001,Maryland,Influenza and pneumonia,928
2000,Maryland,Influenza and pneumonia,1116
1999,Maryland,Influenza and pneumonia,1140
2016,Massachusetts,Influenza and pneumonia,1251
2015,Massachusetts,Influenza and pneumonia,1512
2014,Massachusetts,Influenza and pneumonia,1370
2013,Massachusetts,Influenza and pneumonia,1551
2012,Massachusetts,Influenza and pneumonia,1356
2011,Massachusetts,Influenza and pneumonia,1418
2010,Massachusetts,Influenza and pneumonia,1291
2009,Massachusetts,Influenza and pneumonia,1348
2008,Massachusetts,Influenza and pneumonia,1598
2007,Massachusetts,Influenza and pneumonia,1538
2006,Massachusetts,Influenza and pneumonia,1750
2005,Massachusetts,Influenza and pneumonia,1935
